StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,research_stage,Q22,Q22_6_TEXT,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage,feeling_general_1,cause_general,category_of_work,position,area,gender,age,country,country_other
2025-12-07 16:33:40,2025-12-07 16:39:53,IP Address,100,373,True,2025-12-07 16:39:53,R_2lfbOiHxPYioxsB,anonymous,EN,Yes,Revisions,,,5,4,5,3,3,3,0,4,5,0,5,5,3,0,2,5,1,4,0,4,Maybe the stress thah i should do more while doing the research. The feeling the thing i present should be better. But at least its accepted and done,1,That research goes in line with my couriosty in life but it produces stress and comparisons with other too,Field research,Postdoc,Social sciences,Woman,32,Poland,
2025-12-07 17:40:31,2025-12-07 17:52:10,IP Address,100,699,True,2025-12-07 17:52:11,R_8PS1udy8VZBDyIP,anonymous,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,7,5,6,6,6,4,0,5,2,0,0,0,0,0,0,2,0,0,0,0,"My interest and pride were mainly indicated by me being leader of those project. It is first time I am coordinating project of this ambition and scale, so I am glad to have this opportunity :)",1,"I like it. I like science, and my specific field I find especially amusing. It is doubted by many (I study psychology), and I want it to be reliabale and valid. If the fate of my field is to be terminated, I want to be a terminator (in a good sense. To put it differently: I'd rather see my science collapse, than be unvalid or not trust-worthy)",Lab/online research,Research assistant,Social sciences,Man,22,Poland,
2025-12-07 18:54:24,2025-12-07 19:01:19,IP Address,100,414,True,2025-12-07 19:01:19,R_8QMJELFKEmleY6a,anonymous,EN,Yes,Report writing,,,6,6,7,6,5,6,4,4,4,5,3,4,4,0,2,4,0,3,0,0,,1,"It is what I want to do, but uncertainties as a first-generation woman early career researcher from a low-middle SES background and middle-income country yield many negative feelings.",Lab/online research,PhD student,Life sciences,Woman,29,Turkey,
2025-12-07 21:58:32,2025-12-07 22:01:37,IP Address,100,185,True,2025-12-07 22:01:38,R_3EzndbkWMHsraGu,anonymous,EN,Yes,Revisions,,,3,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,1,0,0,not finishing the revision by my goal deadline,3,automony in research and supportive work culture,Lab/online research,Assistant professor,Social sciences,Woman,36,United States of America,
2025-12-08 08:39:48,2025-12-08 08:43:57,IP Address,100,249,True,2025-12-08 08:43:57,R_8OoApRbuwJcdYRo,anonymous,EN,Yes,Data collection,,,7,5,2,3,3,3,0,2,1,3,5,5,4,4,6,3,0,3,5,5,,3,,Field research,Research assistant,Social sciences,Woman,22,Poland,
2025-12-08 09:55:19,2025-12-08 09:58:47,IP Address,100,208,True,2025-12-08 09:58:48,R_2CDENcJkpnD9xEk,anonymous,EN,Yes,Data collection,,,5,0,4,4,4,6,3,3,5,0,0,1,0,0,0,3,0,0,0,0,Contentment -- happy that data are rolling in and there doesn't appear to be an issue,2,I like my work but it's hard to find permanency,Lab/online research,Postdoc,Social sciences,Woman,35,Germany,
2025-12-08 10:47:56,2025-12-08 10:50:36,IP Address,100,159,True,2025-12-08 10:50:37,R_2EKHuPpoBJpN6zi,email,EN,Yes,Data analysis,,,6,7,6,6,6,6,6,6,5,6,1,0,0,0,1,0,0,0,0,0,,2,The impacts of our daily work,Clinical research,Postdoc,Life sciences,Woman,33,Finland,
2025-12-08 10:48:36,2025-12-08 10:53:35,IP Address,100,298,True,2025-12-08 10:53:35,R_8nOvP1zSzIRH5on,email,EN,Yes,Report writing,,,7,6,5,5,6,7,6,6,7,2,0,0,0,0,0,0,0,0,0,0,,-2,my time of research is not paid at all,Clinical research,Assistant professor,Health sciences,Man,51,Spain,
2025-12-08 10:45:16,2025-12-08 10:55:20,IP Address,100,603,True,2025-12-08 10:55:20,R_8ziJoQXnNSR6abg,email,EN,Yes,Waiting for journal's response and revisions,,,7,6,7,6,6,6,5,7,7,4,0,0,0,0,0,0,0,0,0,0,"As a senior researcher who has published extensively over the past five years, and with considerable experience in writing and publishing academic articles, the most intense feeling I experience is pressure, but also pleasure, contentment, and relief when the paper is published. These feelings primarily stem from the continuous expectations—both internal and external—to maintain a high level of productivity and scholarly contribution. Balancing ongoing research projects, publication deadlines, and the need to uphold the quality of my work often creates a sustained sense of pressure, which I identified as the dominant emotion in this context.",3,"Overall, I would rate my feelings about my life as a researcher as very positive, despite the challenges and pressures that come with the role. I find the work intellectually fulfilling, and I value the contributions I am able to make through my publications and ongoing projects. The main cause of these positive feelings is the sense of purpose and accomplishment that comes from conducting meaningful research and successfully disseminating my findings. As a senior researcher with substantial publishing experience over the past five years, I feel motivated by the impact of my work, the opportunities for continuous learning, and the recognition that comes with scholarly productivity. Even though the pressure to maintain a high level of output can be intense at times, the overall satisfaction and intellectual engagement outweigh the difficulties.",Clinical research,Associate professor,Health sciences,Woman,57,Norway,
2025-12-08 10:53:50,2025-12-08 10:56:15,IP Address,100,145,True,2025-12-08 10:56:16,R_8j8NHsi5wg2q2ID,email,EN,Yes,Waiting for journal's response and revisions,,,5,4,1,0,0,0,0,0,0,1,2,4,3,,4,7,3,3,3,2,,1,,Lab/online research,Postdoc,Social sciences,Woman,30,Croatia,
2025-12-08 10:55:46,2025-12-08 10:59:42,IP Address,100,235,True,2025-12-08 10:59:42,R_8L5WGShF41xmGcK,email,EN,Yes,Report writing,,,6,2,6,5,5,5,3,5,4,2,4,2,3,0,2,0,0,0,0,1,"The opportunity to be original ",2,Originality,Lab/online research,Other,Health sciences,Man,,United Kingdom of Great Britain and Northern Ireland,
2025-12-08 10:53:06,2025-12-08 11:02:17,IP Address,100,551,True,2025-12-08 11:02:18,R_2ith2HAUUiEeJJ3,email,EN,Yes,Data analysis,,,6,6,4,5,4,3,0,0,1,0,5,0,2,0,5,0,0,0,0,2,Pressure to finish the analysis,-1,Pressure to get funding,Lab/online research,Assistant professor,Health sciences,Man,33,United Kingdom of Great Britain and Northern Ireland,
2025-12-08 10:59:04,2025-12-08 11:04:33,IP Address,100,329,True,2025-12-08 11:04:34,R_2RjAX22mnINFzB7,email,EN,Yes,Report writing,,,6,4,5,5,5,5,3,4,3,3,4,5,4,4,4,6,1,2,1,3,"I fear failure. ",1,"Economic unsecure. ",Clinical research,PhD student,Health sciences,Woman,45,Finland,
2025-12-08 11:01:05,2025-12-08 11:06:51,IP Address,100,345,True,2025-12-08 11:06:51,R_8HkJOSSkP2z3qFZ,email,EN,Yes,Data collection,,,6,1,3,4,2,1,0,0,0,0,4,1,0,0,0,4,0,0,0,0,"stress, pressure. too tight deadlines, not do-able",2," I do what I want to do",Lab/online research,Postdoc,Social sciences,Man,44,Germany,
2025-12-08 11:06:58,2025-12-08 11:12:49,IP Address,100,350,True,2025-12-08 11:12:50,R_8kES7pQkDGyUGJz,email,EN,Yes,Revisions,,,7,0,3,0,6,6,6,6,5,6,0,0,0,0,3,3,0,0,0,0,fear if it is rejected.,2,I like it.,Field research,Full professor,Life sciences,Man,57,China,
2025-12-08 11:08:06,2025-12-08 11:13:07,IP Address,100,300,True,2025-12-08 11:13:07,R_2R35mwLEJMVU2ea,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,7,4,6,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,General interest in the subject matter.,2,Having a job where I get paid for doing what I love. There's also considerable amounts of freedom and satisfaction of curiosity associated with it.,Clinical research,Associate professor,Life sciences,Man,44,Norway,
2025-12-08 11:08:42,2025-12-08 11:14:02,IP Address,100,319,True,2025-12-08 11:14:02,R_4HZOHuuAQgD3Af7,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,5,5,6,4,3,4,0,0,3,5,1,0,0,0,2,1,0,2,0,0,,0,"Policy of tge university, colleagues, society expectation, workload",Clinical research,Assistant professor,Health sciences,Woman,39,Thailand,
2025-12-08 11:10:16,2025-12-08 11:16:08,IP Address,100,352,True,2025-12-08 11:16:08,R_22m4m6Bv7MPuGZR,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,7,7,5,5,7,4,0,0,2,0,1,0,0,0,0,4,0,0,0,0,"I am very excited about the theoretical framework I am building. I have been talking to people, those working outside of my expertise and I am learning so many new things!",2,"I am genuinely passionate about my research. I give it a +2 instead of +3 because current funding vulnerability in academia puts a lot of pressure on writing grants. Pressures from university are not fun. So I am actually leaving my academic post at university to pursue this independently so I can take control of my science and research my way, not having to care about what management thinks. ",Lab/online research,Associate professor,Health sciences,Woman,39,United Kingdom of Great Britain and Northern Ireland,
2025-12-08 11:09:43,2025-12-08 11:16:08,IP Address,100,385,True,2025-12-08 11:16:09,R_2KlxZTdXLSNDsQN,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,5,4,3,5,5,5,1,3,3,3,2,0,0,0,0,0,0,0,0,0,I enjoy this stage of the project,2,It is an enjoyable activity,Lab/online research,Assistant professor,Health sciences,Woman,46,Netherlands,
2025-12-08 11:16:38,2025-12-08 11:22:48,IP Address,100,369,True,2025-12-08 11:22:49,R_91pL9PgGCiIDeqp,email,EN,Yes,Revisions,,,6,2,4,2,2,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,Doing this kind of work requires high interest... it's impossible to do it otherwise :),2,a sense of purpose and fulfillment,Field research,Associate professor,Social sciences,Woman,52,Israel,
2025-12-08 11:23:08,2025-12-08 11:23:50,IP Address,100,41,True,2025-12-08 11:23:50,R_2nSF9dk4UBCGe1s,email,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-08 11:32:25,2025-12-08 11:36:29,IP Address,100,243,True,2025-12-08 11:36:29,R_8qOcYz4JunPebzb,email,EN,Yes,Report writing,,,6,5,7,5,4,6,4,5,6,3,4,4,3,4,3,6,1,5,1,4,"Uncertainity of the results, and overall process, especially the  financial part is hard to finish.",1,"It is great but the financial part is not so positive, and also I am only researcher on projects so on determined periods. It is very hard to get a permanent position in a University.",Lab/online research,Research assistant,Life sciences,Woman,38,Romania,
2025-12-08 11:31:50,2025-12-08 11:37:08,IP Address,100,318,True,2025-12-08 11:37:09,R_8ROGn4C0xPS5Coh,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,5,2,1,1,1,1,0,3,0,0,1,2,3,3,3,3,0,1,0,1,"interest, curiosity about the literature ",1,intellectual freedom,Lab/online research,Full professor,Social sciences,Man,46,Switzerland,
2025-12-08 11:38:32,2025-12-08 11:43:21,IP Address,100,289,True,2025-12-08 11:43:22,R_2PCgWFUxp3URTF8,email,EN,Yes,Waiting for journal's response and revisions,,,4,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,2,3,3,4,"Disappointment because we have been waiting nearly a year for the corrections to come. It means we can’t continue with other work ",2,I a very privileged to be a researcher. I am lucky that I am able to pursue a curiosity driven career,Lab/online research,Associate professor,Life sciences,Man,47,United Kingdom of Great Britain and Northern Ireland,
2025-12-08 11:40:44,2025-12-08 11:46:06,IP Address,100,322,True,2025-12-08 11:46:07,R_41b0sCqfyDoizW7,email,EN,Yes,Revisions,,,5,5,5,4,6,6,0,5,4,4,1,1,1,1,1,1,1,1,1,2,Being in a situation where acceptance is imminent.,2,Proof of Living.,Clinical research,Associate professor,Life sciences,Man,49,Japan,
2025-12-08 11:53:57,2025-12-08 11:58:06,IP Address,100,248,True,2025-12-08 11:58:06,R_1OVDiT17t6nE4gZ,email,EN,Yes,Data collection,,,7,7,5,7,6,6,7,6,5,7,1,0,0,0,1,0,0,0,0,0,The research results may help vulnerable patients,2,Network,Field research,Associate professor,Health sciences,Woman,57,Brazil,
2025-12-08 11:54:49,2025-12-08 11:59:54,IP Address,100,305,True,2025-12-08 11:59:55,R_8Rxf7PHQohJAuX2,email,EN,Yes,Data analysis,,,7,7,7,0,5,5,0,4,6,4,5,6,0,0,2,0,0,0,1,3,Pride: in my own ability to write code of complexity/with speed I would not have been capable of a few years ago.,2,"Intellectual stimulation; a certain degree of moral righteousness associated with attempting to clean up the field's bad practices ",Lab/online research,Associate professor,Social sciences,Man,38,Switzerland,
2025-12-08 12:00:57,2025-12-08 12:04:30,IP Address,100,212,True,2025-12-08 12:04:30,R_86Zbd3cGIqkjOmd,email,EN,Yes,Data collection,,,6,7,6,6,7,7,6,6,7,7,2,2,1,2,1,1,0,1,1,1,,2,"success ",Field research,Full professor,Life sciences,Man,43,Egypt,
2025-12-08 11:58:01,2025-12-08 12:06:44,IP Address,100,522,True,2025-12-08 12:06:44,R_2pn6yH4WpwQ2ETL,anonymous,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,7,4,4,4,4,5,4,2,4,4,6,6,6,6,2,2,2,3,0,2,"The project focused on the feelings of living heritage after the 2023 Maraş/Türkiye earthquake using AI-based sentiment analysis. The interviews really pushed me hard. Some (2 respondents) couldn't even talk (became stutterers due to severe trauma), 3 were missing out of 18 artisans contacted. ",-1,"Excessive workload (I am EU projects coordinator on behalf of my university), publish or perish pressure, (I have one last year left to publish as the first author in SSCİ indexed journals) work-family conflict (mom of 2)",Field research,Associate professor,Social sciences,Woman,47,Turkey,
2025-12-08 12:06:46,2025-12-08 12:11:43,IP Address,100,296,True,2025-12-08 12:11:43,R_8LknDgkxvS2tmDf,email,EN,Yes,Data collection,,,6,5,6,5,5,5,4,4,6,5,1,0,0,0,1,0,0,0,0,0,"it was a relief as it took us a while to design the task and begin the data collection. I'm excited to see the results. I didn't have any particular bad feelings, except some frustration as we had difficulty with the IT and access to the labs.  ",-1,"Doing research has become increasingly difficult considering that universities (at least in the UK) are experiencing a lot of financial difficulties, increased workload, and changes to the students' culture and attitude, and importanting funding environment which is more and more targetted which is also extremely more competitive.",Lab/online research,Associate professor,Social sciences,Man,44,United Kingdom of Great Britain and Northern Ireland,
2025-12-08 12:08:13,2025-12-08 12:13:56,IP Address,100,343,True,2025-12-08 12:13:57,R_8DZ3CejHPTaaR3v,email,EN,Yes,Data collection,,,4,5,2,5,4,6,1,1,0,6,1,1,1,1,1,6,1,0,0,0,Time constraint and group dynamics. Interviewing people is always emotional to me.,2,I do what I like and I was prepared for. It's an honor to do this job.,Field research,Non-academic researcher,Health sciences,Man,44,Italy,
2025-12-08 12:07:51,2025-12-08 12:15:36,IP Address,100,464,True,2025-12-08 12:15:36,R_9riTzowZpfDDYbm,email,EN,Yes,Data collection,,,7,5,6,6,7,7,7,7,3,7,3,3,3,1,6,0,1,1,0,4,"Conducting research that may potentially be helpful to the others makes me feel pretty good, but sometimes can be tired and lonely because of the extensive work.",3,"I fell that my research can make some difference ",Lab/online research,PhD student,Health sciences,Woman,25,China,
2025-12-08 12:15:00,2025-12-08 12:19:30,IP Address,100,269,True,2025-12-08 12:19:30,R_5Nlf4yhrvUrrVSj,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,6,7,6,6,6,4,5,2,1,0,0,0,0,0,0,0,0,0,0,sense of purpose of the work being designed,2,interest in the outcome and projection of its usefulness,Lab/online research,Non-academic researcher,Health sciences,Woman,61,United States of America,
2025-12-08 12:12:26,2025-12-08 12:30:24,IP Address,100,1077,True,2025-12-08 12:30:24,R_680qSlRpzZHT6sp,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,5,7,6,6,5,2,4,4,1,1,1,3,1,2,3,1,3,0,0,Pride; because I believe I've had a great research ideia to explore in a field that is new to me.,1,The finished studies and publications.,Lab/online research,Associate professor,Life sciences,Man,38,Brazil,
2025-12-08 11:14:16,2025-12-08 12:47:46,IP Address,100,5609,True,2025-12-08 12:47:46,R_2VN5hRtGf4hqwr7,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,4,0,4,2,2,2,0,0,0,0,0,4,1,1,0,5,0,0,0,0,fear of failure,1,balancing interest and dedication to the projects and anxiety/ fear to fail,Lab/online research,PhD student,Health sciences,Woman,30,United Kingdom of Great Britain and Northern Ireland,
2025-12-08 12:41:22,2025-12-08 12:49:11,IP Address,100,469,True,2025-12-08 12:49:12,R_8CkUKwueRoKpGFR,email,EN,Yes,Revisions,,,7,3,3,3,5,5,0,0,3,0,0,0,0,0,0,1,0,0,0,1,Interest - it is always interesting to read about your own work,2,I do what I like,Field research,Associate professor,Life sciences,Man,64,Poland,
2025-12-08 13:01:18,2025-12-08 13:05:33,IP Address,100,254,True,2025-12-08 13:05:34,R_75Y4mAqdYDhIxfV,email,EN,Yes,Data analysis,,,7,4,5,7,6,7,4,5,0,2,0,0,0,0,1,0,0,0,0,0,"Joy because of satisfied curiosity ",2,"Satisfied curiosity, interaction with interesting people",Lab/online research,Full professor,Life sciences,Man,59,United States of America,
2025-12-08 13:14:03,2025-12-08 13:18:03,IP Address,100,239,True,2025-12-08 13:18:03,R_8kRk2upTeyFcd5I,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Accepted and published,,7,6,6,6,5,7,1,2,5,1,0,0,0,0,1,1,0,0,0,0,"Interest and contentment.
It was my first major publication, and it felt nice to finally be done with such a large project, collaboration across multiple fields, and interest in how the project would be accepted.",0,-,Field research,Other,Life sciences,Man,35,Sweden,
2025-12-08 13:25:42,2025-12-08 13:29:05,IP Address,100,203,True,2025-12-08 13:29:05,R_5HYprjrHHNmWvTN,email,EN,Yes,Waiting for journal's response and revisions,,,6,3,5,5,5,3,3,3,5,2,1,1,1,1,1,2,1,1,0,0,,2,,Clinical research,Associate professor,Health sciences,Man,50,United States of America,
